timestamp,human_readable_date,humidity,soil,tempf,voltage
1556722698954,2019-05-01 10:58:18-04:00,-5.0,2617.0,-5.0,4.212367
1556722632984,2019-05-01 10:57:12-04:00,-5.0,2624.0,-5.0,4.211245
1556722566962,2019-05-01 10:56:06-04:00,-5.0,2610.0,-5.0,4.220224
1556722501047,2019-05-01 10:55:01-04:00,-5.0,2616.0,-5.0,4.20451
1556722434982,2019-05-01 10:53:54-04:00,-5.0,2627.0,-5.0,4.215734
1556722369000,2019-05-01 10:52:49-04:00,-5.0,2632.0,-5.0,4.200021
1556722302969,2019-05-01 10:51:42-04:00,-5.0,2621.0,-5.0,4.215734
1556722237041,2019-05-01 10:50:37-04:00,-5.0,2631.0,-5.0,4.209
1556722170997,2019-05-01 10:49:30-04:00,-5.0,2621.0,-5.0,4.202266
1556722105713,2019-05-01 10:48:25-04:00,-5.0,2619.0,-5.0,4.209
1556722039012,2019-05-01 10:47:19-04:00,-5.0,2631.0,-5.0,4.211245
1556721973022,2019-05-01 10:46:13-04:00,-5.0,2619.0,-5.0,4.205633
1556721907582,2019-05-01 10:45:07-04:00,-5.0,2624.0,-5.0,4.210123
1556721840982,2019-05-01 10:44:00-04:00,-5.0,2624.0,-5.0,4.193286
1556721774946,2019-05-01 10:42:54-04:00,-5.0,2617.0,-5.0,4.210123
1556721708892,2019-05-01 10:41:48-04:00,-5.0,2613.0,-5.0,4.201143
1556721643009,2019-05-01 10:40:43-04:00,-5.0,2621.0,-5.0,4.201143
1556721576892,2019-05-01 10:39:36-04:00,-5.0,2640.0,-5.0,4.210123
1556721510870,2019-05-01 10:38:30-04:00,-5.0,2613.0,-5.0,4.202266
1556721445268,2019-05-01 10:37:25-04:00,-5.0,2626.0,-5.0,4.211245
1556721379043,2019-05-01 10:36:19-04:00,-5.0,2609.0,-5.0,4.206755
1556721312859,2019-05-01 10:35:12-04:00,-5.0,2633.0,-5.0,4.202266
1556721246880,2019-05-01 10:34:06-04:00,-5.0,2615.0,-5.0,4.215734
1556721181097,2019-05-01 10:33:01-04:00,-5.0,2617.0,-5.0,4.191041
1556721115054,2019-05-01 10:31:55-04:00,-5.0,2615.0,-5.0,4.202266
1556721049524,2019-05-01 10:30:49-04:00,-5.0,2620.0,-5.0,4.201143
1556720982781,2019-05-01 10:29:42-04:00,-5.0,2611.0,-5.0,4.202266
1556720916837,2019-05-01 10:28:36-04:00,-5.0,2624.0,-5.0,4.203388
1556720850780,2019-05-01 10:27:30-04:00,-5.0,2625.0,-5.0,4.211245
1556720785641,2019-05-01 10:26:25-04:00,-5.0,2620.0,-5.0,4.214612
1556720719094,2019-05-01 10:25:19-04:00,-5.0,2622.0,-5.0,4.21349
1556720652884,2019-05-01 10:24:12-04:00,-5.0,2617.0,-5.0,4.206755
1556720587004,2019-05-01 10:23:07-04:00,-5.0,2613.0,-5.0,4.205633
1556720521024,2019-05-01 10:22:01-04:00,-5.0,2616.0,-5.0,4.219101
1556720454886,2019-05-01 10:20:54-04:00,-5.0,2626.0,-5.0,4.205633
1556720388764,2019-05-01 10:19:48-04:00,-5.0,2623.0,-5.0,4.202266
1556720322905,2019-05-01 10:18:42-04:00,-5.0,2621.0,-5.0,4.197776
1556720257090,2019-05-01 10:17:37-04:00,-5.0,2616.0,-5.0,4.20451
1556720190873,2019-05-01 10:16:30-04:00,-5.0,2628.0,-5.0,4.216857
1556720125004,2019-05-01 10:15:25-04:00,-5.0,2627.0,-5.0,4.205633
1556720058938,2019-05-01 10:14:18-04:00,-5.0,2617.0,-5.0,4.211245
1556719992846,2019-05-01 10:13:12-04:00,-5.0,2627.0,-5.0,4.212367
